location,sample date,Dissolved oxygen,Water temperature
Chai,08-Apr-11,10.92,10
Chai,08-Apr-11,10.79,10
Tansanee,09-Apr-11,7.34,14
Somchair,13-Apr-11,9.82,13.5
Busarakhan,13-Apr-11,7.37,14
Decha,15-Apr-11,10.1,9.2
Achara,16-Apr-11,9.2,15
Achara,22-Apr-11,9.4,15
Boonsri,23-Apr-11,9.56,15
Chai,23-Apr-11,10.98,10
Chai,23-Apr-11,10.96,10
Chai,23-Apr-11,10.97,10
Kohsoom,27-Apr-11,6.34,16
Kannika,12-May-11,8.49,18
Kannika,12-May-11,8.47,18
Kannika,12-May-11,8.5,18
Sakda,12-May-11,9.08,18.5
Sakda,12-May-11,9.1,18.5
Sakda,12-May-11,9.09,18.5
Achara,13-May-11,7.4,17
Boonsri,18-May-11,8.67,20
Kohsoom,18-May-11,5.85,24
Tansanee,19-May-11,6.42,21
Decha,20-May-11,9.3,22.1
Sakda,21-May-11,8.61,21.4
Sakda,21-May-11,8.6,20.9
Sakda,21-May-11,8.66,21.4
Chai,22-May-11,8.67,21
Chai,22-May-11,8.63,20
Chai,22-May-11,8.79,20
Kannika,22-May-11,8.26,22.1
Kannika,22-May-11,8.24,22.1
Kannika,22-May-11,8.27,22
Chai,26-May-11,8.23,24
Chai,26-May-11,8.27,23.5
Chai,26-May-11,8.21,24
Somchair,27-May-11,8.91,23.5
Busarakhan,27-May-11,7.6,23.6
Achara,27-May-11,8.6,22
Tansanee,10-Jun-11,5.44,19.5
Achara,11-Jun-11,7.1,23
Decha,17-Jun-11,7.8,22.4
Achara,17-Jun-11,10.3,22
Chai,18-Jun-11,7.45,23.5
Chai,18-Jun-11,8.55,23.5
Chai,18-Jun-11,9.85,23.5
Kannika,18-Jun-11,7.82,21
Kannika,18-Jun-11,7.9,21
Kannika,18-Jun-11,7.8,21
Sakda,18-Jun-11,7.63,23
Sakda,18-Jun-11,7.58,23
Sakda,18-Jun-11,7.5,23
Boonsri,23-Jun-11,6.19,22.5
Boonsri,23-Jun-11,5.98,22
Boonsri,23-Jun-11,5.61,22
Chai,24-Jun-11,5.15,26
Chai,24-Jun-11,6.25,26
Chai,24-Jun-11,6.6,26
Somchair,29-Jun-11,7.66,23
Busarakhan,29-Jun-11,7.34,23
Kohsoom,30-Jun-11,6.18,27
Sakda,08-Jul-11,7.94,24.6
Sakda,08-Jul-11,7.81,24.2
Sakda,08-Jul-11,7.96,24.5
Achara,09-Jul-11,7.9,23
Kohsoom,13-Jul-11,5.91,22
Achara,14-Jul-11,9.8,23
Kannika,14-Jul-11,7.55,24.4
Kannika,14-Jul-11,7.42,24.4
Kannika,14-Jul-11,7.4,24.3
Chai,17-Jul-11,6.89,25
Chai,17-Jul-11,6.27,25
Chai,17-Jul-11,6.42,25
Boonsri,20-Jul-11,7.67,22.5
Boonsri,20-Jul-11,7.84,22
Boonsri,20-Jul-11,7.59,22.5
Decha,20-Jul-11,10.2,23.5
Tansanee,21-Jul-11,6.16,27.5
Chai,28-Jul-11,8.17,26
Chai,28-Jul-11,7.96,26
Chai,28-Jul-11,7.98,26
Somchair,03-Aug-11,8.81,28
Busarakhan,03-Aug-11,8.42,28
Chai,03-Aug-11,6.71,26.5
Chai,03-Aug-11,6.63,26.5
Chai,03-Aug-11,6.69,26.5
Achara,04-Aug-11,6.6,25
Kannika,06-Aug-11,7.62,26
Kannika,06-Aug-11,7.57,26
Kannika,06-Aug-11,7.57,26
Sakda,06-Aug-11,6.75,26
Sakda,06-Aug-11,6.69,26
Sakda,06-Aug-11,6.71,26
Achara,11-Aug-11,9.4,25
Tansanee,12-Aug-11,6.63,28.5
Chai,12-Aug-11,8.92,25
Chai,12-Aug-11,8.69,25
Chai,12-Aug-11,7.37,25
Chai,14-Aug-11,8.16,25
Chai,14-Aug-11,8.37,25
Chai,14-Aug-11,7.92,25
Boonsri,18-Aug-11,7.59,25.5
Boonsri,18-Aug-11,7.59,25.5
Boonsri,18-Aug-11,7.43,25.5
Decha,18-Aug-11,7.9,23
Kannika,25-Aug-11,7.48,25.5
Kannika,25-Aug-11,7.51,25.5
Kannika,25-Aug-11,7.52,25
Somchair,28-Aug-11,6.57,24
Busarakhan,28-Aug-11,6.18,23.5
Kohsoom,31-Aug-11,5.53,23
Kannika,09-Sep-11,8.1,23
Kannika,09-Sep-11,8.2,23
Kannika,09-Sep-11,8,23
Sakda,09-Sep-11,7.9,23
Sakda,09-Sep-11,7.9,23
Sakda,09-Sep-11,7.8,23
Tansanee,11-Sep-11,6.79,19
Achara,14-Sep-11,8.5,22
Decha,15-Sep-11,9.4,19.5
Somchair,23-Sep-11,8.26,21
Busarakhan,23-Sep-11,8.37,21
Boonsri,28-Sep-11,8.1,21
Boonsri,28-Sep-11,8.1,21.5
Boonsri,28-Sep-11,8.18,21
Achara,28-Sep-11,7.6,23
Chai,28-Sep-11,8.59,20
Chai,28-Sep-11,7.22,20
Chai,28-Sep-11,6.75,21
Kohsoom,28-Sep-11,7.16,20
Chai,30-Sep-11,8.7,21
Chai,30-Sep-11,8.67,21
Chai,30-Sep-11,7.67,21
Achara,08-Oct-11,8.1,18
Tansanee,08-Oct-11,7.95,19.5
Decha,13-Oct-11,8.7,11
Achara,13-Oct-11,9.1,13
Kannika,14-Oct-11,8.94,17.6
Kannika,14-Oct-11,8.98,17.5
Kannika,14-Oct-11,8.76,17.7
Sakda,15-Oct-11,9.17,17.2
Sakda,15-Oct-11,9.11,17
Sakda,15-Oct-11,8.92,16.9
Chai,17-Oct-11,8.43,17.5
Chai,17-Oct-11,9.03,17.5
Chai,17-Oct-11,8.02,17.5
Boonsri,26-Oct-11,9.01,12
Kohsoom,26-Oct-11,6.91,16.5
Chai,28-Oct-11,9.25,16
Chai,28-Oct-11,9.14,16
Chai,28-Oct-11,9.45,16
Somchair,03-Nov-11,11.73,5
Busarakhan,03-Nov-11,11.27,8
Achara,11-Nov-11,9.8,12
Chai,11-Nov-11,9.63,15
Chai,11-Nov-11,9.68,15
Chai,11-Nov-11,7.12,14.5
Kannika,11-Nov-11,10.2,11.5
Kannika,11-Nov-11,10.1,11.3
Kannika,11-Nov-11,10.1,11.3
Sakda,11-Nov-11,10,11.5
Sakda,11-Nov-11,10,11.5
Sakda,11-Nov-11,10,11.5
Tansanee,12-Nov-11,7.45,12.5
Somchair,16-Nov-11,10.82,9
Busarakhan,16-Nov-11,10.54,9.5
Decha,18-Nov-11,6.5,9
Chai,18-Nov-11,9.18,15
Chai,18-Nov-11,9.32,15
Chai,18-Nov-11,9.14,15
Kohsoom,23-Nov-11,7.48,10.5
Boonsri,26-Nov-11,9.5,10
Boonsri,26-Nov-11,9.58,10
Boonsri,26-Nov-11,9.5,10
Achara,26-Nov-11,11.5,11
Chai,03-Dec-11,9.91,11
Chai,03-Dec-11,10.11,11
Chai,03-Dec-11,9.76,11
Tansanee,04-Dec-11,8.9,8
Kohsoom,07-Dec-11,7.97,9.5
Somchair,08-Dec-11,9.81,11
Busarakhan,08-Dec-11,9.87,10.5
Chai,09-Dec-11,9.74,9.1
Chai,09-Dec-11,9.78,9.2
Chai,09-Dec-11,9.81,9.3
Kannika,09-Dec-11,11.4,8.9
Kannika,09-Dec-11,11.5,8.9
Kannika,09-Dec-11,11.4,8.9
Sakda,09-Dec-11,11,8.8
Sakda,09-Dec-11,11.1,8.8
Sakda,09-Dec-11,11.1,8.8
Achara,10-Dec-11,11.7,1
Boonsri,14-Dec-11,10.63,7
Boonsri,14-Dec-11,9.98,6.5
Boonsri,14-Dec-11,9.73,6
Chai,14-Dec-11,9.79,4
Chai,14-Dec-11,9.76,4
Chai,14-Dec-11,9.78,4
Achara,15-Dec-11,11.8,8
Decha,17-Dec-11,13.3,1
Tansanee,07-Jan-12,10.73,0
Chai,11-Jan-12,9.71,6.5
Chai,11-Jan-12,9.99,6
Chai,11-Jan-12,9.9,6
Kannika,14-Jan-12,12,4
Kannika,14-Jan-12,11.8,4
Kannika,14-Jan-12,11.7,4
Sakda,14-Jan-12,11.7,4
Sakda,14-Jan-12,11.6,4
Sakda,14-Jan-12,11.4,4
Decha,20-Jan-12,13.2,1.7
Achara,20-Jan-12,11.8,4
Achara,21-Jan-12,11.6,2
Kohsoom,25-Jan-12,12.59,2
Boonsri,26-Jan-12,13.33,1
Chai,28-Jan-12,9.51,2
Chai,28-Jan-12,9.53,2
Chai,28-Jan-12,9.54,2
Somchair,04-Feb-12,8.57,2
Busarakhan,04-Feb-12,8.55,2
Chai,05-Feb-12,10.82,0.5
Chai,05-Feb-12,10.84,0.5
Chai,05-Feb-12,10.37,0.5
Achara,10-Feb-12,13.1,3
Busarakhan,11-Feb-12,8.78,3
Kannika,11-Feb-12,11.1,1
Kannika,11-Feb-12,10.9,1
Kannika,11-Feb-12,11,1
Sakda,11-Feb-12,11,1
Sakda,11-Feb-12,11.3,1
Sakda,11-Feb-12,11.1,1
Boonsri,15-Feb-12,12.61,1.2
Boonsri,15-Feb-12,13.28,1.5
Boonsri,15-Feb-12,13.28,1.2
Achara,17-Feb-12,13.8,4
Chai,17-Feb-12,10.76,4
Chai,17-Feb-12,10.92,4
Chai,17-Feb-12,10.26,4
Somchair,18-Feb-12,12.58,1.5
Busarakhan,18-Feb-12,12.91,3
Kohsoom,23-Feb-12,10.35,2.5
Somchair,24-Feb-12,12.26,4
Busarakhan,24-Feb-12,12.79,4
Tansanee,04-Mar-12,9.54,6
Sakda,11-Mar-12,11,3.2
Sakda,11-Mar-12,10.9,3.2
Sakda,11-Mar-12,10.8,3.3
Achara,15-Mar-12,12.5,4
Chai,15-Mar-12,10.83,5
Chai,15-Mar-12,11.41,4.5
Chai,15-Mar-12,11.31,5
Somchair,16-Mar-12,12.86,4
Busarakhan,16-Mar-12,12.49,4
Decha,16-Mar-12,12.53,3.4
Achara,17-Mar-12,12.9,4
Boonsri,24-Mar-12,12.48,8
Boonsri,24-Mar-12,12.89,8
Boonsri,24-Mar-12,12.48,8
Somchair,25-Mar-12,12.79,11
Busarakhan,25-Mar-12,12.58,11
Tansanee,25-Mar-12,7.04,6
Chai,25-Mar-12,9.57,11
Chai,25-Mar-12,10.02,11
Chai,25-Mar-12,9.9,11
Kohsoom,29-Mar-12,8.21,9.5
Kannika,30-Mar-12,12.9,3
Kannika,30-Mar-12,12.6,3
Kannika,30-Mar-12,12.5,3
Boonsri,15-Apr-12,10.43,12
Boonsri,15-Apr-12,10.14,11.5
Boonsri,15-Apr-12,9.65,12
Chai,15-Apr-12,9.92,14
Chai,15-Apr-12,9.78,14
Chai,15-Apr-12,9.52,14
Kannika,15-Apr-12,8.9,13.5
Kannika,15-Apr-12,8.9,13.5
Kannika,15-Apr-12,8.9,13.5
Sakda,15-Apr-12,8.5,13.3
Sakda,15-Apr-12,8.6,13.3
Sakda,15-Apr-12,8.6,13.3
Decha,19-Apr-12,12.1,13.2
Achara,21-Apr-12,10.2,14
Tansanee,23-Apr-12,5.49,11
Somchair,26-Apr-12,8.68,16
Busarakhan,26-Apr-12,8.49,15
Kohsoom,27-Apr-12,6.18,16
Achara,29-Apr-12,9.3,17.7
Chai,04-May-12,9.28,19
Chai,04-May-12,9.26,19
Chai,04-May-12,9.25,20
Boonsri,10-May-12,8.18,18
Kannika,13-May-12,8.6,16
Kannika,13-May-12,8.8,16
Kannika,13-May-12,8.9,16
Sakda,13-May-12,8.4,16.5
Sakda,13-May-12,8.5,16.5
Sakda,13-May-12,8.3,16.5
Decha,19-May-12,8.32,12
Achara,19-May-12,9.4,12.7
Chai,21-May-12,7.69,18
Chai,21-May-12,7.83,18
Chai,21-May-12,7.97,18
Boonsri,25-May-12,8.75,17
Boonsri,25-May-12,8.25,16.5
Boonsri,25-May-12,8.7,17
Kohsoom,25-May-12,6.91,20
Somchair,26-May-12,7.4,23
Busarakhan,26-May-12,8.42,23
Achara,27-May-12,9.11,17.2
Tansanee,27-May-12,5.99,20.5
Somchair,31-May-12,7.32,22
Busarakhan,31-May-12,8.36,22
Chai,01-Jun-12,8.22,20
Chai,01-Jun-12,8.16,19.5
Chai,01-Jun-12,8.24,20
Kannika,08-Jun-12,7.7,20
Kannika,08-Jun-12,7.6,20
Kannika,08-Jun-12,7.6,20
Sakda,08-Jun-12,7.2,20
Sakda,08-Jun-12,7.2,20
Sakda,08-Jun-12,7.2,20
Achara,16-Jun-12,7.2,25
Boonsri,17-Jun-12,7.67,24
Boonsri,17-Jun-12,7.42,23
Boonsri,17-Jun-12,7.15,23
Decha,17-Jun-12,7.76,23.4
Kohsoom,21-Jun-12,5.66,20
Chai,22-Jun-12,7.9,22
Chai,22-Jun-12,7.87,22
Chai,22-Jun-12,7.91,22
Achara,28-Jun-12,8.2,20.8
Chai,02-Jul-12,8.41,22
Chai,02-Jul-12,8.65,22
Chai,02-Jul-12,8.73,22
Tansanee,06-Jul-12,4.93,17
Achara,08-Jul-12,8.9,22
Kannika,13-Jul-12,7,22
Kannika,13-Jul-12,6.9,22
Kannika,13-Jul-12,6.9,22
Sakda,13-Jul-12,6.8,22
Sakda,13-Jul-12,6.9,22
Sakda,13-Jul-12,6.9,22
Boonsri,20-Jul-12,6.34,29
Boonsri,20-Jul-12,6.63,26
Boonsri,20-Jul-12,6.71,26
Somchair,20-Jul-12,6.17,26
Busarakhan,20-Jul-12,6.14,28
Decha,20-Jul-12,8.88,18.6
Tansanee,20-Jul-12,5.71,24
Achara,21-Jul-12,7.7,22.7
Somchair,23-Jul-12,6.26,27
Busarakhan,23-Jul-12,6.39,27.5
Kohsoom,26-Jul-12,5.82,27.5
Somchair,27-Jul-12,6.31,26
Busarakhan,27-Jul-12,6.44,26.5
Somchair,30-Jul-12,6.55,25
Busarakhan,30-Jul-12,6.73,26
Chai,30-Jul-12,7.2,25
Chai,30-Jul-12,7.45,25
Chai,30-Jul-12,7.65,25
Chai,09-Aug-12,7.56,29
Chai,09-Aug-12,7.61,29.5
Chai,09-Aug-12,7.67,29.5
Tansanee,10-Aug-12,5.67,21
Achara,16-Aug-12,8.2,24.2
Decha,17-Aug-12,8.84,20.7
Chai,19-Aug-12,7.57,27
Chai,19-Aug-12,7.46,27
Chai,19-Aug-12,7.11,27
Boonsri,23-Aug-12,6.87,24
Boonsri,23-Aug-12,7.07,24
Boonsri,23-Aug-12,6.74,24
Kohsoom,23-Aug-12,5.1,26
Somchair,25-Aug-12,7.86,26
Busarakhan,25-Aug-12,6.67,26
Achara,26-Aug-12,8.4,22.3
Chai,01-Sep-12,8.43,22
Chai,01-Sep-12,8.36,22
Chai,01-Sep-12,8.35,22
Kannika,01-Sep-12,7.39,23.2
Kannika,01-Sep-12,6.8,23
Kannika,01-Sep-12,6.44,23.4
Sakda,01-Sep-12,6.84,22.7
Sakda,01-Sep-12,6.9,22.2
Sakda,01-Sep-12,7.51,22.5
Tansanee,15-Sep-12,7.28,18
Sakda,16-Sep-12,8.1,19
Sakda,16-Sep-12,7.9,19
Sakda,16-Sep-12,8,19
Decha,20-Sep-12,11.4,15.5
Achara,21-Sep-12,9.7,17.6
Boonsri,23-Sep-12,8.07,17.9
Boonsri,23-Sep-12,7.68,17.8
Boonsri,23-Sep-12,7.68,17.9
Kannika,23-Sep-12,8.9,19
Kannika,23-Sep-12,8.8,19
Kannika,23-Sep-12,8.8,19
Achara,27-Sep-12,8.9,16.6
Chai,05-Oct-12,8.47,16
Chai,05-Oct-12,8.5,16
Chai,05-Oct-12,8.43,16
Somchair,07-Oct-12,9.55,12.5
Busarakhan,07-Oct-12,8.13,12.5
Kannika,14-Oct-12,9,13.2
Kannika,14-Oct-12,9.2,13.2
Kannika,14-Oct-12,9.3,13.2
Sakda,14-Oct-12,8.7,13.3
Sakda,14-Oct-12,8.9,13.3
Sakda,14-Oct-12,8.7,13.3
Tansanee,15-Oct-12,7.89,15
Achara,18-Oct-12,10.1,11
Decha,19-Oct-12,11.21,9.6
Achara,21-Oct-12,9.5,8.8
Chai,25-Oct-12,9.36,13.5
Chai,25-Oct-12,9.27,13
Chai,25-Oct-12,9.29,13.5
Kohsoom,25-Oct-12,6.34,15
Somchair,27-Oct-12,10.14,10
Busarakhan,27-Oct-12,9.08,9.5
Boonsri,29-Oct-12,8.91,9
Boonsri,29-Oct-12,9.16,9.5
Boonsri,29-Oct-12,9,9
Somchair,29-Oct-12,9.12,8
Busarakhan,29-Oct-12,9.01,7.5
Chai,01-Nov-12,10.48,14
Chai,01-Nov-12,10.49,14.5
Chai,01-Nov-12,10.35,14
Somchair,04-Nov-12,9.77,11
Busarakhan,04-Nov-12,8.9,10
Sakda,05-Nov-12,10.2,11
Sakda,05-Nov-12,10.3,11
Sakda,05-Nov-12,10.3,11
Chai,09-Nov-12,7.96,10
Chai,09-Nov-12,8.02,10
Chai,09-Nov-12,8.11,10
Kannika,09-Nov-12,9.8,11.1
Kannika,09-Nov-12,9.8,11.1
Kannika,09-Nov-12,9.8,11.1
Somchair,15-Nov-12,9.41,16
Busarakhan,15-Nov-12,8.85,17
Chai,15-Nov-12,8.05,15
Chai,15-Nov-12,8.07,15
Chai,15-Nov-12,8.15,15
Achara,16-Nov-12,9.7,11
Boonsri,17-Nov-12,9.46,10
Boonsri,17-Nov-12,9.68,10
Boonsri,17-Nov-12,9.93,10
Decha,18-Nov-12,11.2,8
Somchair,22-Nov-12,9.05,12
Busarakhan,22-Nov-12,8.57,12.5
Achara,22-Nov-12,11,11.4
Kohsoom,24-Nov-12,6.26,11.5
Tansanee,30-Nov-12,9.62,10
Chai,06-Dec-12,8.4,7
Chai,06-Dec-12,8.29,6.5
Chai,06-Dec-12,8.13,7
Achara,07-Dec-12,11.5,8
Somchair,08-Dec-12,8.55,7
Busarakhan,08-Dec-12,7.68,8.5
Tansanee,09-Dec-12,7.68,11
Chai,09-Dec-12,8.55,6
Chai,09-Dec-12,8.41,5.5
Chai,09-Dec-12,8.49,6
Kannika,09-Dec-12,11,8
Kannika,09-Dec-12,11.1,8
Kannika,09-Dec-12,11,8
Sakda,09-Dec-12,9.8,8
Sakda,09-Dec-12,9.9,8
Sakda,09-Dec-12,10,8
Achara,10-Dec-12,12.4,5
Boonsri,13-Dec-12,11.9,4
Decha,15-Dec-12,12.63,3
Kohsoom,15-Dec-12,10.66,4.5
Chai,27-Dec-12,11.01,5
Chai,27-Dec-12,11.03,5
Chai,27-Dec-12,11.05,5
Somchair,30-Dec-12,8.54,1
Busarakhan,30-Dec-12,9.25,1
Somchair,11-Jan-13,11.21,1
Busarakhan,11-Jan-13,9.78,2
Kannika,11-Jan-13,12.1,1.5
Kannika,11-Jan-13,12.2,1.5
Kannika,11-Jan-13,12.3,1.5
Sakda,11-Jan-13,10.5,1.2
Sakda,11-Jan-13,10.5,1.2
Sakda,11-Jan-13,10.5,1.2
Chai,12-Jan-13,10.9,3
Chai,12-Jan-13,11,3
Chai,12-Jan-13,10.71,3
Boonsri,17-Jan-13,11.78,2
Boonsri,17-Jan-13,11.75,2
Boonsri,17-Jan-13,11.9,2
Achara,17-Jan-13,12,6
Tansanee,19-Jan-13,10.22,7
Chai,21-Jan-13,10.1,3
Chai,21-Jan-13,9.96,3
Chai,21-Jan-13,10,3
Kohsoom,25-Jan-13,10.93,2.5
Chai,02-Feb-13,9.76,2
Chai,02-Feb-13,11.07,2
Chai,02-Feb-13,10.8,2
Tansanee,09-Feb-13,10.38,2
Kannika,10-Feb-13,10,1.5
Kannika,10-Feb-13,9.9,1.5
Kannika,10-Feb-13,9.9,1.5
Sakda,10-Feb-13,11,1.5
Sakda,10-Feb-13,10.9,1.5
Sakda,10-Feb-13,11,1.5
Achara,15-Feb-13,13.3,3
Chai,15-Feb-13,11.5,2
Chai,15-Feb-13,11.4,2
Chai,15-Feb-13,11.45,2
Somchair,16-Feb-13,11.05,2
Busarakhan,16-Feb-13,11.73,2
Boonsri,21-Feb-13,12.4,3.4
Boonsri,21-Feb-13,12.3,3.3
Boonsri,21-Feb-13,12,3
Kohsoom,22-Feb-13,11.63,4.5
Kannika,10-Mar-13,13.1,3.5
Kannika,10-Mar-13,13.1,3.5
Kannika,10-Mar-13,13.1,3.5
Sakda,10-Mar-13,11.3,3.8
Sakda,10-Mar-13,11.3,3.8
Sakda,10-Mar-13,11.3,3.8
Achara,14-Mar-13,13.4,8
Boonsri,15-Mar-13,11.88,6.5
Boonsri,15-Mar-13,11.39,6
Boonsri,15-Mar-13,11.76,6.5
Kohsoom,15-Mar-13,5.17,10
Tansanee,16-Mar-13,8.67,11
Chai,18-Mar-13,8.6,7
Chai,18-Mar-13,8.59,7
Chai,18-Mar-13,8.78,7
Chai,23-Mar-13,11.39,8
Chai,23-Mar-13,11.27,8
Chai,23-Mar-13,11.3,8
Somchair,24-Mar-13,8.53,6
Busarakhan,24-Mar-13,9.06,8.5
Somchair,30-Mar-13,10.73,8.5
Busarakhan,30-Mar-13,10.75,8
Chai,05-Apr-13,9.65,10.5
Chai,05-Apr-13,9.26,10
Chai,05-Apr-13,9.03,10.5
Achara,12-Apr-13,11.7,11.5
Chai,13-Apr-13,8.64,13.1
Chai,13-Apr-13,8.34,12.8
Chai,13-Apr-13,8.58,13
Boonsri,14-Apr-13,9.58,13.5
Boonsri,14-Apr-13,10.01,13
Boonsri,14-Apr-13,9.77,13.5
Tansanee,14-Apr-13,9.22,8
Kannika,14-Apr-13,10.7,11
Kannika,14-Apr-13,10.62,11
Kannika,14-Apr-13,10.73,11
Sakda,15-Apr-13,10.28,11
Sakda,15-Apr-13,10.25,11
Sakda,15-Apr-13,10.29,11
Kohsoom,19-Apr-13,8.5,11
Somchair,20-Apr-13,9.61,11
Busarakhan,20-Apr-13,9.03,11
Somchair,29-Apr-13,8.38,15.5
Busarakhan,29-Apr-13,7.75,15
Chai,04-May-13,8.39,14
Chai,04-May-13,8.32,13.5
Chai,04-May-13,8.35,14
Sakda,12-May-13,10.68,15
Sakda,12-May-13,10.75,15
Sakda,12-May-13,10.81,15
Achara,16-May-13,8.2,12
Kannika,16-May-13,8.72,17.2
Kannika,16-May-13,8.54,17.2
Kannika,16-May-13,8.75,17.2
Boonsri,17-May-13,9.04,18
Boonsri,17-May-13,8.52,17.5
Boonsri,17-May-13,8.85,18
Tansanee,17-May-13,6.09,20
Decha,18-May-13,11,22.9
Somchair,19-May-13,7.17,19
Busarakhan,19-May-13,6.72,19.5
Kohsoom,23-May-13,5.93,24
Chai,31-May-13,8.42,24
Chai,31-May-13,8.44,24
Chai,31-May-13,7.8,24
Somchair,02-Jun-13,6.68,23
Busarakhan,02-Jun-13,4.53,24
Achara,14-Jun-13,8.4,21
Chai,15-Jun-13,6.74,22
Chai,15-Jun-13,6.56,22
Chai,15-Jun-13,7.56,22
Decha,17-Jun-13,10,20
Tansanee,17-Jun-13,9.41,18
Boonsri,20-Jun-13,8.04,23
Boonsri,20-Jun-13,7.92,22.5
Boonsri,20-Jun-13,7.68,23
Somchair,21-Jun-13,6.84,23.5
Busarakhan,21-Jun-13,4.62,24
Kannika,22-Jun-13,9,25.5
Kannika,22-Jun-13,8.78,25.7
Kannika,22-Jun-13,8.76,25.3
Sakda,23-Jun-13,7.41,25.8
Sakda,23-Jun-13,8.18,26
Sakda,23-Jun-13,7.48,25.8
Kohsoom,27-Jun-13,6.98,24
Chai,28-Jun-13,9.68,19
Chai,28-Jun-13,10.59,19
Chai,28-Jun-13,9.75,19
Somchair,30-Jun-13,6.88,20.5
Busarakhan,30-Jun-13,7.35,20.5
Chai,04-Jul-13,8.71,21
Chai,04-Jul-13,8.61,21
Chai,04-Jul-13,8.85,21
Decha,12-Jul-13,9,22.5
Tansanee,12-Jul-13,5.4,28
Kannika,14-Jul-13,9.67,25.5
Kannika,14-Jul-13,10.05,25.5
Kannika,14-Jul-13,9.95,25.5
Sakda,14-Jul-13,8.89,25
Sakda,14-Jul-13,8.71,25
Sakda,14-Jul-13,9.02,25
Decha,18-Jul-13,9.4,28
Achara,18-Jul-13,7.2,26
Chai,18-Jul-13,9.07,27
Chai,18-Jul-13,8.89,27
Chai,18-Jul-13,8.55,27
Boonsri,19-Jul-13,7.5,26
Boonsri,19-Jul-13,7.58,25.5
Boonsri,19-Jul-13,7.33,26
Somchair,19-Jul-13,4.38,28
Busarakhan,19-Jul-13,4.58,28
Kohsoom,25-Jul-13,5.31,25
Decha,27-Jul-13,9.83,19.5
Somchair,29-Jul-13,0,27
Busarakhan,29-Jul-13,1.03,28
Chai,01-Aug-13,6.51,22
Chai,01-Aug-13,7.45,22
Chai,01-Aug-13,7.09,22
Somchair,08-Aug-13,8.85,27
Busarakhan,08-Aug-13,7.71,27.5
Kannika,12-Aug-13,9.4,26.6
Kannika,12-Aug-13,8.78,26.5
Kannika,12-Aug-13,8.92,26.5
Sakda,13-Aug-13,8.94,24.8
Sakda,13-Aug-13,9.75,25.1
Sakda,13-Aug-13,8.62,25
Boonsri,16-Aug-13,7.74,26
Boonsri,16-Aug-13,7.67,26
Boonsri,16-Aug-13,7.72,26
Achara,16-Aug-13,8,23
Tansanee,17-Aug-13,6.04,23
Decha,18-Aug-13,8.94,23
Kohsoom,22-Aug-13,7.76,26.5
Somchair,23-Aug-13,6.16,24
Busarakhan,23-Aug-13,6.51,23.8
Chai,31-Aug-13,6.16,24
Chai,31-Aug-13,6.6,24
Chai,31-Aug-13,6.25,24
Chai,06-Sep-13,7.83,24
Chai,06-Sep-13,7.08,24
Chai,06-Sep-13,6.74,24
Tansanee,08-Sep-13,15.46,23
Kannika,08-Sep-13,7.69,23.5
Kannika,08-Sep-13,7.71,23.5
Kannika,08-Sep-13,7.79,23.5
Sakda,08-Sep-13,7.81,24
Sakda,08-Sep-13,7.69,24
Sakda,08-Sep-13,7.72,24
Somchair,12-Sep-13,7.45,26.5
Busarakhan,12-Sep-13,6.85,26.5
Decha,19-Sep-13,10.7,22.5
Achara,21-Sep-13,7.4,20
Boonsri,26-Sep-13,7.86,19
Boonsri,26-Sep-13,7.62,20
Boonsri,26-Sep-13,7.53,20
Somchair,26-Sep-13,7.32,19.5
Busarakhan,26-Sep-13,6.5,19
Kohsoom,26-Sep-13,6.16,24.6
Chai,28-Sep-13,8.85,21.7
Chai,28-Sep-13,8.7,21.6
Chai,28-Sep-13,8.75,21.7
Chai,04-Oct-13,8.3,19
Chai,04-Oct-13,8.93,19
Chai,04-Oct-13,7.75,19
Kannika,11-Oct-13,9.16,18.5
Kannika,11-Oct-13,9.38,18.5
Kannika,11-Oct-13,9.09,18.5
Sakda,12-Oct-13,8.14,16
Sakda,12-Oct-13,8.75,18.2
Sakda,12-Oct-13,8.52,18.2
Boonsri,18-Oct-13,8.61,14
Boonsri,18-Oct-13,9.1,14
Boonsri,18-Oct-13,7.98,14
Achara,18-Oct-13,9.8,10
Decha,19-Oct-13,11.3,5
Kohsoom,24-Oct-13,6.06,12
Somchair,25-Oct-13,10.48,10.2
Busarakhan,25-Oct-13,7.95,9
Chai,27-Oct-13,9.87,12.5
Chai,27-Oct-13,10.15,12.5
Chai,27-Oct-13,10.13,12.5
Tansanee,28-Oct-13,8.63,9
Somchair,02-Nov-13,10.54,10.4
Busarakhan,02-Nov-13,10.7,11
Somchair,04-Nov-13,10.6,12
Busarakhan,04-Nov-13,10.38,11.5
Tansanee,07-Nov-13,9.16,9
Kannika,08-Nov-13,10.79,11.2
Kannika,08-Nov-13,10.74,11.1
Kannika,08-Nov-13,10.85,11.1
Sakda,08-Nov-13,9.91,11
Sakda,08-Nov-13,9.8,11
Sakda,08-Nov-13,9.98,11.3
Chai,10-Nov-13,10.57,9.5
Chai,10-Nov-13,10.7,9.5
Chai,10-Nov-13,10.7,9.5
Boonsri,14-Nov-13,10.19,10
Boonsri,14-Nov-13,9.69,10
Boonsri,14-Nov-13,10.2,10
Achara,15-Nov-13,11,7
Somchair,17-Nov-13,9.11,4
Busarakhan,17-Nov-13,9.08,4
