location,sample date,Orthophosphate-phosphorus,Total phosphorus
Chai,09/03/2011,0.013,0.038
Chai,09/03/2011,0.014,0.038
Boonsri,10/03/2011,0.099,0.11
Boonsri,10/03/2011,0.27,0.3
Boonsri,10/03/2011,0.15,0.18
Sakda,10/03/2011,0,0.054
Sakda,10/03/2011,0.011,0.056
Sakda,10/03/2011,0,0.058
Tansanee,11/03/2011,0.094,0.362
Kannika,11/03/2011,0.015,0.06
Kannika,11/03/2011,0.028,0.055
Kannika,11/03/2011,0.025,0.06
Decha,17/03/2011,0.099,0.24
Achara,18/03/2011,0.042,0.102
Boonsri,19/03/2011,0.07,0.1
Boonsri,19/03/2011,0.083,0.12
Boonsri,19/03/2011,0.18,0.21
Tansanee,23/03/2011,0.081,0.27
Chai,25/03/2011,0,0.088
Chai,25/03/2011,0,0.105
Chai,25/03/2011,0,0.143
Somchair,26/03/2011,0,0.081
Busarakhan,26/03/2011,0,0.049
Kohsoom,30/03/2011,0.057,0.06
Achara,31/03/2011,0.031,0.066
Kannika,06/04/2011,0.038,0.068
Kannika,06/04/2011,0.029,0.061
Kannika,06/04/2011,0.038,0.063
Sakda,07/04/2011,0.015,0.04
Sakda,07/04/2011,0.028,0.048
Sakda,07/04/2011,0.031,0.042
Chai,08/04/2011,0.05,0.058
Chai,08/04/2011,0.054,0.057
Chai,08/04/2011,0.038,0.055
Boonsri,09/04/2011,0.53,0.69
Boonsri,09/04/2011,0.12,0.36
Boonsri,09/04/2011,0.18,0.4
Tansanee,09/04/2011,0.071,0.091
Somchair,13/04/2011,0.031,0.038
Busarakhan,13/04/2011,0,0.038
Decha,15/04/2011,0.098,0.125
Achara,16/04/2011,0.174,0.279
Achara,22/04/2011,0.064,0.11
Boonsri,23/04/2011,0.19,0.25
Chai,23/04/2011,0,0.084
Chai,23/04/2011,0,0.07
Chai,23/04/2011,0,0.091
Kohsoom,27/04/2011,0.041,0.052
Tansanee,08/05/2011,0.115,0.158
Boonsri,12/05/2011,0.11,0.21
Boonsri,12/05/2011,0.117,0.21
Boonsri,12/05/2011,0.19,0.2
Kannika,12/05/2011,0,0.038
Kannika,12/05/2011,0,0.038
Kannika,12/05/2011,0,0.038
Sakda,12/05/2011,0,0.053
Sakda,12/05/2011,0,0.055
Sakda,12/05/2011,0,0.051
Achara,13/05/2011,0.135,0.276
Boonsri,18/05/2011,0.39,0.44
Kohsoom,18/05/2011,0.0915,0.097
Tansanee,19/05/2011,0.089,0.148
Decha,20/05/2011,0.013,0.089
Sakda,21/05/2011,0,0.038
Sakda,21/05/2011,0,0.038
Sakda,21/05/2011,0,0.038
Chai,22/05/2011,0,0.038
Chai,22/05/2011,0,0.038
Chai,22/05/2011,0,0.038
Kannika,22/05/2011,0,0.038
Kannika,22/05/2011,0,0.038
Kannika,22/05/2011,0,0.038
Chai,26/05/2011,0,0.038
Chai,26/05/2011,0,0.038
Chai,26/05/2011,0,0.038
Somchair,27/05/2011,0,0.038
Busarakhan,27/05/2011,0,0.055
Achara,27/05/2011,0.152,0.194
Tansanee,01/06/2011,0.083,0.256
Tansanee,10/06/2011,0.155,0.188
Achara,11/06/2011,0.089,0.105
Decha,17/06/2011,0.071,0.108
Achara,17/06/2011,0.196,0.256
Chai,18/06/2011,0.025,0.038
Chai,18/06/2011,0.033,0.038
Chai,18/06/2011,0.011,0.038
Kannika,18/06/2011,0.016,0.046
Kannika,18/06/2011,0.037,0.041
Kannika,18/06/2011,0.022,0.042
Sakda,18/06/2011,0.042,0.049
Sakda,18/06/2011,0.023,0.05
Sakda,18/06/2011,0.022,0.049
Boonsri,23/06/2011,0.09,0.15
Boonsri,23/06/2011,0.18,0.21
Boonsri,23/06/2011,0.098,0.13
Chai,24/06/2011,0,0.038
Chai,24/06/2011,0,0.038
Chai,24/06/2011,0,0.038
Kannika,26/06/2011,0.024,0.038
Kannika,26/06/2011,0.03,0.041
Kannika,26/06/2011,0,0.038
Sakda,26/06/2011,0,0.038
Sakda,26/06/2011,0.022,0.038
Sakda,26/06/2011,0.107,0.116
Somchair,29/06/2011,0,0.044
Busarakhan,29/06/2011,0,0.039
Kohsoom,30/06/2011,0.049,0.062
Tansanee,08/07/2011,0.093,0.23
Sakda,08/07/2011,0.019,0.038
Sakda,08/07/2011,0,0.038
Sakda,08/07/2011,0,0.038
Achara,09/07/2011,0.13,0.16
Kohsoom,13/07/2011,0.039,0.044
Achara,14/07/2011,0.058,0.11
Kannika,14/07/2011,0.04,0.065
Kannika,14/07/2011,0.041,0.047
Kannika,14/07/2011,0.033,0.038
Chai,17/07/2011,0.029,0.081
Chai,17/07/2011,0.014,0.087
Chai,17/07/2011,0.019,0.088
Boonsri,20/07/2011,0.23,0.25
Boonsri,20/07/2011,0.2,0.22
Boonsri,20/07/2011,0.19,0.22
Decha,20/07/2011,0,0.033
Tansanee,21/07/2011,0.075,0.33
Chai,28/07/2011,0,0.038
Chai,28/07/2011,0,0.062
Chai,28/07/2011,0,0.183
Kannika,30/07/2011,0,0.038
Kannika,30/07/2011,0.015,0.115
Kannika,30/07/2011,0.012,0.109
Sakda,30/07/2011,0.011,0.045
Sakda,30/07/2011,0,0.111
Sakda,30/07/2011,0.027,0.085
Somchair,03/08/2011,0,0.038
Busarakhan,03/08/2011,0,0.038
Chai,03/08/2011,0.033,0.087
Chai,03/08/2011,0.035,0.12
Chai,03/08/2011,0.041,0.115
Achara,04/08/2011,0.138,0.285
Tansanee,05/08/2011,0.106,0.142
Kannika,06/08/2011,0.04,0.08
Kannika,06/08/2011,0.043,0.09
Kannika,06/08/2011,0.045,0.106
Sakda,06/08/2011,0.043,0.06
Sakda,06/08/2011,0.047,0.08
Sakda,06/08/2011,0.046,0.09
Achara,11/08/2011,0.146,0.174
Sakda,11/08/2011,0.049,0.054
Sakda,11/08/2011,0.033,0.038
Sakda,11/08/2011,0,0.038
Tansanee,12/08/2011,0.101,0.165
Chai,12/08/2011,0,0.038
Chai,12/08/2011,0.022,0.053
Chai,12/08/2011,0.045,0.076
Chai,14/08/2011,0.047,0.059
Chai,14/08/2011,0.078,0.085
Chai,14/08/2011,0.068,0.073
Boonsri,18/08/2011,0.12,0.15
Boonsri,18/08/2011,0.11,0.15
Boonsri,18/08/2011,0.17,0.2
Decha,18/08/2011,0.058,0.087
Kannika,25/08/2011,0.076,0.095
Kannika,25/08/2011,0.06,0.081
Kannika,25/08/2011,0.039,0.083
Somchair,28/08/2011,0.038,0.053
Busarakhan,28/08/2011,0.036,0.056
Kohsoom,31/08/2011,0.073,0.102
Tansanee,03/09/2011,0.015,0.065
Kannika,09/09/2011,0.022,0.092
Kannika,09/09/2011,0,0.095
Kannika,09/09/2011,0.015,0.097
Sakda,09/09/2011,0.018,0.043
Sakda,09/09/2011,0.019,0.043
Sakda,09/09/2011,0.022,0.038
Tansanee,11/09/2011,0.124,0.194
Achara,14/09/2011,0.061,0.124
Decha,15/09/2011,0,0.062
Somchair,23/09/2011,0,0.038
Busarakhan,23/09/2011,0,0.038
Boonsri,28/09/2011,0.26,0.3
Boonsri,28/09/2011,0.24,0.29
Boonsri,28/09/2011,0.31,0.33
Achara,28/09/2011,0.089,0.103
Chai,28/09/2011,0.072,0.103
Chai,28/09/2011,0.076,0.106
Chai,28/09/2011,0.067,0.091
Kohsoom,28/09/2011,0.078,0.109
Chai,30/09/2011,0.029,0.072
Chai,30/09/2011,0.041,0.102
Chai,30/09/2011,0.107,0.151
Achara,08/10/2011,0.027,0.062
Tansanee,08/10/2011,0.138,0.281
Decha,13/10/2011,0.0256,0.05
Achara,13/10/2011,0.085,0.148
Kannika,14/10/2011,0.046,0.093
Kannika,14/10/2011,0.043,0.077
Kannika,14/10/2011,0.072,0.093
Sakda,15/10/2011,0.072,0.119
Sakda,15/10/2011,0.063,0.105
Sakda,15/10/2011,0.048,0.079
Chai,17/10/2011,0.046,0.122
Chai,17/10/2011,0.021,0.054
Chai,17/10/2011,0.019,0.049
Tansanee,22/10/2011,0.141,0.218
Kannika,23/10/2011,0.029,0.114
Kannika,23/10/2011,0.03,0.11
Kannika,23/10/2011,0.025,0.096
Boonsri,26/10/2011,0.14,0.17
Kohsoom,26/10/2011,0.109,0.153
Sakda,27/10/2011,0,0.14
Sakda,27/10/2011,0,0.15
Sakda,27/10/2011,0,0.155
Chai,28/10/2011,0.022,0.093
Chai,28/10/2011,0.021,0.093
Chai,28/10/2011,0.019,0.096
Somchair,03/11/2011,0,0.048
Busarakhan,03/11/2011,0.036,0.095
Tansanee,09/11/2011,0.084,0.104
Achara,11/11/2011,0.05,0.094
Chai,11/11/2011,0.048,0.124
Chai,11/11/2011,0.049,0.12
Chai,11/11/2011,0.045,0.12
Kannika,11/11/2011,0.03,0.112
Kannika,11/11/2011,0.034,0.111
Kannika,11/11/2011,0.031,0.115
Sakda,11/11/2011,0.038,0.097
Sakda,11/11/2011,0.034,0.101
Sakda,11/11/2011,0.036,0.093
Tansanee,12/11/2011,0.061,0.121
Somchair,16/11/2011,0.038,0.055
Busarakhan,16/11/2011,0.035,0.056
Decha,18/11/2011,0.056,0.164
Chai,18/11/2011,0.033,0.087
Chai,18/11/2011,0.017,0.091
Chai,18/11/2011,0.02,0.097
Kohsoom,23/11/2011,0.087,0.122
Boonsri,26/11/2011,0.19,0.2
Boonsri,26/11/2011,0.15,0.2
Boonsri,26/11/2011,0.13,0.16
Achara,26/11/2011,0.146,0.226
Kannika,26/11/2011,0.045,0.06
Kannika,26/11/2011,0.054,0.076
Kannika,26/11/2011,0.058,0.08
Sakda,26/11/2011,0.045,0.055
Sakda,26/11/2011,0.062,0.081
Sakda,26/11/2011,0.053,0.072
Chai,03/12/2011,0.04,0.119
Chai,03/12/2011,0.039,0.124
Chai,03/12/2011,0.042,0.119
Tansanee,04/12/2011,0.095,0.201
Kohsoom,07/12/2011,0.089,0.125
Somchair,08/12/2011,0.051,0.086
Busarakhan,08/12/2011,0.028,0.084
Chai,09/12/2011,0,0.403
Chai,09/12/2011,0,0.512
Chai,09/12/2011,0,0.461
Kannika,09/12/2011,0,0.103
Kannika,09/12/2011,0,0.1
Kannika,09/12/2011,0,0.102
Sakda,09/12/2011,0,0.122
Sakda,09/12/2011,0,0.127
Sakda,09/12/2011,0,0.136
Achara,10/12/2011,0.054,0.08
Boonsri,14/12/2011,0.15,0.24
Boonsri,14/12/2011,0.25,0.31
Boonsri,14/12/2011,0.14,0.22
Chai,14/12/2011,0,0.039
Chai,14/12/2011,0,0.054
Chai,14/12/2011,0,0.045
Achara,15/12/2011,0.039,0.07
Decha,17/12/2011,0.056,0.185
Kannika,17/12/2011,0,0.038
Kannika,17/12/2011,0,0.038
Kannika,17/12/2011,0,0.038
Tansanee,07/01/2012,0.031,0.255
Chai,11/01/2012,0,0.087
Chai,11/01/2012,0,0.094
Chai,11/01/2012,0,0.088
Tansanee,13/01/2012,0.049,0.189
Kannika,14/01/2012,0,0
Kannika,14/01/2012,0,0
Kannika,14/01/2012,0,0
Sakda,14/01/2012,0.0264,0.038
Sakda,14/01/2012,0.0277,0.038
Sakda,14/01/2012,0.0238,0.038
Decha,20/01/2012,0.021,0.07
Achara,20/01/2012,0.059,0.089
Achara,21/01/2012,0.053,0.078
Kohsoom,25/01/2012,0.083,0.116
Boonsri,26/01/2012,0.107,0.129
Chai,28/01/2012,0.0264,0.045
Chai,28/01/2012,0,0.041
Chai,28/01/2012,0.0241,0.031
Somchair,04/02/2012,0,0
Busarakhan,04/02/2012,0.0388,0.045
Chai,05/02/2012,0.0264,0.038
Chai,05/02/2012,0.0319,0.046
Chai,05/02/2012,0.029,0.043
Achara,10/02/2012,0.052,0.089
Busarakhan,11/02/2012,0.0538,0.057
Kannika,11/02/2012,0.0561,0.071
Kannika,11/02/2012,0.0466,0.065
Kannika,11/02/2012,0.0515,0.067
Sakda,11/02/2012,0.0222,0.061
Sakda,11/02/2012,0.0567,0.063
Sakda,11/02/2012,0.0766,0.086
Boonsri,15/02/2012,0.036,0.057
Boonsri,15/02/2012,0.028,0.047
Boonsri,15/02/2012,0.031,0.058
Decha,17/02/2012,0.048,0.384
Achara,17/02/2012,0.02,0.033
Chai,17/02/2012,0.0274,0.047
Chai,17/02/2012,0.03,0.052
Chai,17/02/2012,0.0352,0.126
Somchair,18/02/2012,0.0121,0.067
Busarakhan,18/02/2012,0.01,0.056
Kohsoom,23/02/2012,0.09,0.127
Somchair,24/02/2012,0.0205,0.029
Busarakhan,24/02/2012,0.0143,0.02
Tansanee,25/02/2012,0.022,0.196
Tansanee,04/03/2012,0.036,0.091
Sakda,11/03/2012,0,0.065
Sakda,11/03/2012,0,0.081
Sakda,11/03/2012,0,0.086
Achara,15/03/2012,0.055,0.072
Tansanee,15/03/2012,0.046,0.422
Chai,15/03/2012,0.0186,0.096
Chai,15/03/2012,0.031,0.151
Chai,15/03/2012,0.0408,0.121
Somchair,16/03/2012,0.0427,0.073
Busarakhan,16/03/2012,0.0134,0.267
Decha,16/03/2012,0.096,0.112
Achara,17/03/2012,0.019,0.022
Boonsri,24/03/2012,0.028,0.075
Boonsri,24/03/2012,0.037,0.085
Boonsri,24/03/2012,0.09,0.125
Somchair,25/03/2012,0.0251,0.059
Busarakhan,25/03/2012,0.0134,0.038
Tansanee,25/03/2012,0.043,0.137
Chai,25/03/2012,0.031,0.095
Chai,25/03/2012,0.0391,0.09
Chai,25/03/2012,0.043,0.07
Kohsoom,29/03/2012,0.105,0.147
Kannika,30/03/2012,0,0.055
Kannika,30/03/2012,0.0209,0.146
Kannika,30/03/2012,0,0.055
Tansanee,13/04/2012,0.057,0.255
Boonsri,15/04/2012,0.023,0.081
Boonsri,15/04/2012,0.025,0.073
Boonsri,15/04/2012,0.069,0.099
Chai,15/04/2012,0.0225,0.038
Chai,15/04/2012,0.0196,0.038
Chai,15/04/2012,0.0342,0.06
Kannika,15/04/2012,0.0248,0.044
Kannika,15/04/2012,0.0235,0.044
Kannika,15/04/2012,0.0215,0.054
Sakda,15/04/2012,0,0.04
Sakda,15/04/2012,0.0163,0.04
Sakda,15/04/2012,0,0.025
Decha,19/04/2012,0.044,0.158
Achara,21/04/2012,0.044,0.077
Tansanee,23/04/2012,0.059,0.134
Somchair,26/04/2012,0,0
Busarakhan,26/04/2012,0,0
Kohsoom,27/04/2012,0.0667,0.117
Somchair,29/04/2012,0,0
Busarakhan,29/04/2012,0.01,0.058
Achara,29/04/2012,0.081,0.128
Chai,29/04/2012,0.0212,0.171
Chai,29/04/2012,0.0346,0.179
Chai,29/04/2012,0.046,0.179
Tansanee,03/05/2012,0.105,0.175
Chai,04/05/2012,0.0277,0.078
Chai,04/05/2012,0.0342,0.058
Chai,04/05/2012,0.0183,0.062
Boonsri,10/05/2012,0.047,0.093
Tansanee,13/05/2012,0.121,0.195
Kannika,13/05/2012,0.0538,0.062
Kannika,13/05/2012,0.0685,0.082
Kannika,13/05/2012,0.0574,0.063
Sakda,13/05/2012,0.0525,0.063
Sakda,13/05/2012,0.0362,0.04
Sakda,13/05/2012,0.0355,0.043
Decha,19/05/2012,0.041,0.086
Achara,19/05/2012,0.027,0.119
Chai,21/05/2012,0.0864,0.129
Chai,21/05/2012,0.0665,0.069
Chai,21/05/2012,0.0799,0.089
Boonsri,25/05/2012,0.087,0.117
Boonsri,25/05/2012,0.057,0.097
Boonsri,25/05/2012,0.084,0.115
Kohsoom,25/05/2012,0.074,0.103
Somchair,26/05/2012,0.0398,0.046
Busarakhan,26/05/2012,0.0147,0.033
Achara,27/05/2012,0.021,0.107
Tansanee,27/05/2012,0.143,0.262
Somchair,31/05/2012,0.0179,0.09
Busarakhan,31/05/2012,0.1027,0.111
Chai,01/06/2012,0.0398,0.146
Chai,01/06/2012,0.0427,0.149
Chai,01/06/2012,0.1301,0.157
Kannika,08/06/2012,0.0714,0.088
Kannika,08/06/2012,0.0649,0.08
Kannika,08/06/2012,0.059,0.074
Sakda,08/06/2012,0.0502,0.063
Sakda,08/06/2012,0.03,0.038
Sakda,08/06/2012,0.074,0.092
Achara,16/06/2012,0.145,0.293
Boonsri,17/06/2012,0.085,0.107
Boonsri,17/06/2012,0.073,0.099
Boonsri,17/06/2012,0.063,0.093
Decha,17/06/2012,0,0.089
Kohsoom,21/06/2012,0.066,0.092
Chai,22/06/2012,0.043,0.055
Chai,22/06/2012,0.0189,0.058
Chai,22/06/2012,0.0991,0.113
Achara,28/06/2012,0.058,0.149
Chai,02/07/2012,0.1327,0.14
Chai,02/07/2012,0.075,0.108
Chai,02/07/2012,0.0812,0.117
Tansanee,06/07/2012,0.03,0.07
Achara,08/07/2012,0.114,0.221
Kannika,13/07/2012,0.0231,0.091
Kannika,13/07/2012,0.01,0.107
Kannika,13/07/2012,0,0.08
Sakda,13/07/2012,0.0238,0.111
Sakda,13/07/2012,0.0277,0.096
Sakda,13/07/2012,0.0251,0.106
Boonsri,20/07/2012,0.06,0.097
Boonsri,20/07/2012,0.06,0.079
Boonsri,20/07/2012,0.069,0.088
Somchair,20/07/2012,0,0.297
Busarakhan,20/07/2012,0.0401,0.119
Decha,20/07/2012,0.053,0.158
Tansanee,20/07/2012,0.024,0.18
Achara,21/07/2012,0,0.022
Somchair,23/07/2012,0,0.412
Busarakhan,23/07/2012,0.01,0.131
Kohsoom,26/07/2012,0.084,0.118
Somchair,27/07/2012,0.0274,0.086
Busarakhan,27/07/2012,0.0411,0.095
Somchair,30/07/2012,0.0385,0.098
Busarakhan,30/07/2012,0.0551,0.11
Chai,30/07/2012,0.0101,0.106
Chai,30/07/2012,0.01,0.09
Chai,30/07/2012,0.01,0.093
Chai,09/08/2012,0.0277,0.11
Chai,09/08/2012,0.0274,0.085
Chai,09/08/2012,0.0287,0.106
Tansanee,10/08/2012,0.036,0.101
Achara,16/08/2012,0.057,0.07
Decha,17/08/2012,0.045,0.161
Chai,19/08/2012,0.0466,0.08
Chai,19/08/2012,0.0577,0.128
Chai,19/08/2012,0.0509,0.079
Boonsri,23/08/2012,0.065,0.097
Boonsri,23/08/2012,0.056,0.088
Boonsri,23/08/2012,0.067,0.095
Kohsoom,23/08/2012,0.072,0.101
Somchair,25/08/2012,0,0.022
Busarakhan,25/08/2012,0.0101,0.05
Achara,26/08/2012,0.045,0.105
Tansanee,26/08/2012,0.098,0.159
Chai,01/09/2012,0.0616,0.145
Chai,01/09/2012,0.0538,0.172
Chai,01/09/2012,0.0222,0.103
Kannika,01/09/2012,0.0531,0.085
Kannika,01/09/2012,0.0212,0.04
Kannika,01/09/2012,0.0652,0.11
Sakda,01/09/2012,0.0117,0.155
Sakda,01/09/2012,0.0505,0.08
Sakda,01/09/2012,0.0603,0.095
Tansanee,15/09/2012,0.093,0.19
Sakda,16/09/2012,0.0968,0.336
Sakda,16/09/2012,0.0639,0.294
Sakda,16/09/2012,0.0691,0.251
Tansanee,17/09/2012,0.151,0.235
Chai,17/09/2012,0.0655,0.359
Chai,17/09/2012,0.0649,0.278
Chai,17/09/2012,0.06,0.381
Decha,20/09/2012,0.021,0.253
Achara,21/09/2012,0.02,0.067
Boonsri,23/09/2012,0.045,0.096
Boonsri,23/09/2012,0.045,0.091
Boonsri,23/09/2012,0.061,0.097
Kannika,23/09/2012,0.0668,0.117
Kannika,23/09/2012,0.0476,0.096
Kannika,23/09/2012,0.0567,0.086
Achara,27/09/2012,0.126,0.252
Chai,05/10/2012,0.0724,0.11
Chai,05/10/2012,0.074,0.111
Chai,05/10/2012,0.0776,0.115
Somchair,07/10/2012,0.01,0.057
Busarakhan,07/10/2012,0.017,0.073
Tansanee,08/10/2012,0.268,0.357
Somchair,11/10/2012,0.0567,0.157
Busarakhan,11/10/2012,0.0632,0.158
Kannika,14/10/2012,0.0593,0.094
Kannika,14/10/2012,0.0606,0.103
Kannika,14/10/2012,0.0551,0.093
Sakda,14/10/2012,0.0606,0.098
Sakda,14/10/2012,0.0603,0.098
Sakda,14/10/2012,0.0574,0.095
Tansanee,15/10/2012,0.193,0.302
Achara,18/10/2012,0.047,0.095
Decha,19/10/2012,0.013,0.071
Achara,21/10/2012,0.043,0.114
Chai,25/10/2012,0.0453,0.076
Chai,25/10/2012,0.0469,0.078
Chai,25/10/2012,0.0554,0.084
Kohsoom,25/10/2012,0.099,0.139
Somchair,27/10/2012,0.01,0.056
Busarakhan,27/10/2012,0.0235,0.059
Boonsri,29/10/2012,0.15,0.22
Boonsri,29/10/2012,0,0.23
Boonsri,29/10/2012,0,0.21
Somchair,29/10/2012,0.01,0.046
Busarakhan,29/10/2012,0.0245,0.06
Chai,01/11/2012,0.0235,0.101
Chai,01/11/2012,0.0254,0.119
Chai,01/11/2012,0.0359,0.111
Somchair,04/11/2012,0.0531,0.085
Busarakhan,04/11/2012,0.046,0.072
Sakda,05/11/2012,0.0342,0.086
Sakda,05/11/2012,0.0267,0.09
Sakda,05/11/2012,0.017,0.061
Chai,09/11/2012,0.01,0.031
Chai,09/11/2012,0.0355,0.09
Chai,09/11/2012,0.0271,0.113
Kannika,09/11/2012,0.0424,0.091
Kannika,09/11/2012,0.0398,0.086
Kannika,09/11/2012,0.043,0.103
Somchair,15/11/2012,0.0479,0.072
Busarakhan,15/11/2012,0.0186,0.032
Chai,15/11/2012,0.0199,0.028
Chai,15/11/2012,0.0228,0.036
Chai,15/11/2012,0.0209,0.024
Achara,16/11/2012,0.053,0.138
Boonsri,17/11/2012,0.034,0.098
Boonsri,17/11/2012,0.025,0.087
Boonsri,17/11/2012,0.034,0.1
Decha,18/11/2012,0.014,0.076
Somchair,22/11/2012,0.0333,0.115
Busarakhan,22/11/2012,0.0398,0.128
Achara,22/11/2012,0.026,0.105
Kohsoom,24/11/2012,0.114,0.16
Tansanee,26/11/2012,0.066,0.112
Tansanee,30/11/2012,0.112,0.243
Tansanee,03/12/2012,0.026,0.048
Chai,06/12/2012,0.0848,0.18
Chai,06/12/2012,0.088,0.19
Chai,06/12/2012,0.087,0.22
Achara,07/12/2012,0.032,0.091
Somchair,08/12/2012,0.0326,0.101
Busarakhan,08/12/2012,0.0391,0.13
Tansanee,09/12/2012,0.018,0.039
Chai,09/12/2012,0.0306,0.12
Chai,09/12/2012,0.0434,0.14
Chai,09/12/2012,0.0372,0.14
Kannika,09/12/2012,0.0489,0.051
Kannika,09/12/2012,0.0456,0.048
Kannika,09/12/2012,0.0391,0.053
Sakda,09/12/2012,0.0163,0.021
Sakda,09/12/2012,0.0228,0.031
Sakda,09/12/2012,0.013,0.04
Achara,10/12/2012,0.231,0.445
Boonsri,13/12/2012,0.032,0.1
Decha,15/12/2012,0.034,0.137
Kohsoom,15/12/2012,0.092,0.128
Chai,27/12/2012,0.0831,0.11
Chai,27/12/2012,0.0906,0.12
Chai,27/12/2012,0.0857,0.11
Somchair,30/12/2012,0.0284,0.038
Busarakhan,30/12/2012,0.0329,0.061
Somchair,11/01/2013,0.067,0.094
Busarakhan,11/01/2013,0.062,0.092
Kannika,11/01/2013,0.102,0.124
Kannika,11/01/2013,0.08,0.118
Kannika,11/01/2013,0.098,0.132
Sakda,11/01/2013,0.081,0.125
Sakda,11/01/2013,0.079,0.115
Sakda,11/01/2013,0.086,0.127
Chai,12/01/2013,0.113,0.152
Chai,12/01/2013,0.107,0.163
Chai,12/01/2013,0.104,0.134
Boonsri,17/01/2013,0.048,0.107
Boonsri,17/01/2013,0.046,0.097
Boonsri,17/01/2013,0.047,0.101
Achara,17/01/2013,0.051,0.114
Tansanee,19/01/2013,0.073,0.126
Decha,20/01/2013,0.029,0.092
Chai,21/01/2013,0.057,0.084
Chai,21/01/2013,0.063,0.095
Chai,21/01/2013,0.053,0.096
Decha,25/01/2013,0.018,0.141
Kohsoom,25/01/2013,0.11,0.154
Decha,02/02/2013,0.038,0.52
Chai,02/02/2013,0.063,0.083
Chai,02/02/2013,0.064,0.085
Chai,02/02/2013,0.062,0.078
Somchair,04/02/2013,0.034,0.133
Busarakhan,04/02/2013,0.026,0.134
Tansanee,09/02/2013,0.047,0.113
Kannika,10/02/2013,0.047,0.061
Kannika,10/02/2013,0.052,0.055
Kannika,10/02/2013,0.054,0.066
Sakda,10/02/2013,0.043,0.054
Sakda,10/02/2013,0.044,0.055
Sakda,10/02/2013,0.045,0.056
Achara,15/02/2013,0.007,0.042
Chai,15/02/2013,0.08,0.101
Chai,15/02/2013,0.081,0.095
Chai,15/02/2013,0.059,0.073
Somchair,16/02/2013,0.017,0.068
Busarakhan,16/02/2013,0.028,0.035
Decha,17/02/2013,0.023,0.118
Boonsri,21/02/2013,0.041,0.107
Boonsri,21/02/2013,0.016,0.079
Boonsri,21/02/2013,0.021,0.099
Kohsoom,22/02/2013,0.115,0.161
Somchair,25/02/2013,0.064,0.072
Busarakhan,25/02/2013,0.039,0.04
Kannika,10/03/2013,0.045,0.08
Kannika,10/03/2013,0.05,0.086
Kannika,10/03/2013,0.051,0.089
Sakda,10/03/2013,0.043,0.084
Sakda,10/03/2013,0.048,0.077
Sakda,10/03/2013,0.049,0.084
Decha,11/03/2013,0.017,0.118
Achara,14/03/2013,0.008,0.037
Boonsri,15/03/2013,0.012,0.065
Boonsri,15/03/2013,0.01,0.052
Boonsri,15/03/2013,0.015,0.067
Kohsoom,15/03/2013,0.284,0.397
Tansanee,16/03/2013,0.117,0.198
Decha,17/03/2013,0.062,0.138
Chai,18/03/2013,0.024,0.05
Chai,18/03/2013,0.021,0.042
Chai,18/03/2013,0.022,0.044
Chai,23/03/2013,0.02,0.026
Chai,23/03/2013,0.025,0.031
Chai,23/03/2013,0.023,0.028
Somchair,24/03/2013,0,0.0105
Busarakhan,24/03/2013,0.016,0.016
Somchair,30/03/2013,0,0
Busarakhan,30/03/2013,0.0097,0.013
Chai,05/04/2013,0.019,0.025
Chai,05/04/2013,0.021,0.028
Chai,05/04/2013,0.02,0.025
Decha,07/04/2013,0.014,0.068
Achara,12/04/2013,0,0.024
Chai,13/04/2013,0.015,0.019
Chai,13/04/2013,0.017,0.026
Chai,13/04/2013,0.018,0.027
Boonsri,14/04/2013,0.014,0.085
Boonsri,14/04/2013,0.011,0.077
Boonsri,14/04/2013,0.013,0.09
Tansanee,14/04/2013,0.082,0.158
Kannika,14/04/2013,0.039,0.051
Kannika,14/04/2013,0.041,0.063
Kannika,14/04/2013,0.05,0.058
Sakda,15/04/2013,0.044,0.045
Sakda,15/04/2013,0.046,0.047
Sakda,15/04/2013,0.048,0.049
Decha,18/04/2013,0.019,0.058
Kohsoom,19/04/2013,0.1175,0.165
Somchair,20/04/2013,0.015,0.029
Busarakhan,20/04/2013,0.017,0.022
Somchair,29/04/2013,0.007,0.038
Busarakhan,29/04/2013,0.021,0.035
Chai,04/05/2013,0.012,0.0165
Chai,04/05/2013,0.012,0.016
Chai,04/05/2013,0,0.011
Sakda,12/05/2013,0,0.007
Sakda,12/05/2013,0,0.009
Sakda,12/05/2013,0,0.014
Achara,16/05/2013,0.012,0.06
Kannika,16/05/2013,0.024,0.04
Kannika,16/05/2013,0.037,0.05
Kannika,16/05/2013,0,0.087
Boonsri,17/05/2013,0,0.072
Boonsri,17/05/2013,0,0.052
Boonsri,17/05/2013,0,0.07
Tansanee,17/05/2013,0.11,0.179
Decha,18/05/2013,0.104,0.26
Somchair,19/05/2013,0.049,0.061
Busarakhan,19/05/2013,0.045,0.056
Kohsoom,23/05/2013,0.1854,0.2595
Chai,31/05/2013,0.013,0.05
Chai,31/05/2013,0.029,0.1
Chai,31/05/2013,0.037,0.11
Somchair,02/06/2013,0.163,0.53
Busarakhan,02/06/2013,0.029,0.11
Achara,14/06/2013,0.045,0.112
Decha,15/06/2013,0.013,0.069
Chai,15/06/2013,0,0.011
Chai,15/06/2013,0.022,0.028
Chai,15/06/2013,0.013,0.016
Decha,17/06/2013,0.078,0.144
Tansanee,17/06/2013,0.112,0.2269
Boonsri,20/06/2013,0.039,0.092
